sl_no,g_symbol,g_id,g_st,g_ed,strand,trans_id,exon_no,exon_st,exon_ed,exon_sz
5216,BRCA1,672,43170327,43044295,minus,NM_001407975.1,10,43094860,43094744,117
5217,BRCA1,672,43170327,43044295,minus,NM_001407975.1,11,43091032,43090944,89
5218,BRCA1,672,43170327,43044295,minus,NM_001407975.1,12,43082575,43082404,172
5219,BRCA1,672,43170327,43044295,minus,NM_001407975.1,13,43076614,43076488,127
5220,BRCA1,672,43170327,43044295,minus,NM_001407975.1,14,43074521,43074331,191
5221,BRCA1,672,43170327,43044295,minus,NM_001407975.1,15,43071238,43070928,311
5222,BRCA1,672,43170327,43044295,minus,NM_001407975.1,16,43067695,43067608,88
5223,BRCA1,672,43170327,43044295,minus,NM_001407975.1,17,43063951,43063874,78
5224,BRCA1,672,43170327,43044295,minus,NM_001407975.1,18,43063373,43063333,41
5225,BRCA1,672,43170327,43044295,minus,NM_001407975.1,19,43057135,43057052,84
5226,BRCA1,672,43170327,43044295,minus,NM_001407975.1,20,43051117,43051063,55
5227,BRCA1,672,43170327,43044295,minus,NM_001407975.1,21,43049194,43049121,74
5228,BRCA1,672,43170327,43044295,minus,NM_001407975.1,22,43047703,43047643,61
5229,BRCA1,672,43170327,43044295,minus,NM_001407975.1,23,43045802,43044295,1508
5230,BRCA1,672,43170327,43044295,minus,NM_001407971.1,1,43125364,43125271,94
5231,BRCA1,672,43170327,43044295,minus,NM_001407971.1,2,43124115,43124017,99
5232,BRCA1,672,43170327,43044295,minus,NM_001407971.1,3,43115779,43115726,54
5233,BRCA1,672,43170327,43044295,minus,NM_001407971.1,4,43106533,43106456,78
5234,BRCA1,672,43170327,43044295,minus,NM_001407971.1,5,43104956,43104868,89
5235,BRCA1,672,43170327,43044295,minus,NM_001407971.1,6,43104261,43104122,140
5236,BRCA1,672,43170327,43044295,minus,NM_001407971.1,7,43099880,43099775,106
5237,BRCA1,672,43170327,43044295,minus,NM_001407971.1,8,43097289,43097244,46
5238,BRCA1,672,43170327,43044295,minus,NM_001407971.1,9,43095922,43095846,77
5239,BRCA1,672,43170327,43044295,minus,NM_001407971.1,10,43094860,43094744,117
5240,BRCA1,672,43170327,43044295,minus,NM_001407971.1,11,43091032,43090944,89
5241,BRCA1,672,43170327,43044295,minus,NM_001407971.1,12,43082575,43082404,172
5242,BRCA1,672,43170327,43044295,minus,NM_001407971.1,13,43079399,43079334,66
5243,BRCA1,672,43170327,43044295,minus,NM_001407971.1,14,43076614,43076488,127
5244,BRCA1,672,43170327,43044295,minus,NM_001407971.1,15,43074521,43074331,191
5245,BRCA1,672,43170327,43044295,minus,NM_001407971.1,16,43071238,43070928,311
5246,BRCA1,672,43170327,43044295,minus,NM_001407971.1,17,43067695,43067608,88
5247,BRCA1,672,43170327,43044295,minus,NM_001407971.1,18,43063951,43063874,78
5248,BRCA1,672,43170327,43044295,minus,NM_001407971.1,19,43063373,43063333,41
5249,BRCA1,672,43170327,43044295,minus,NM_001407971.1,20,43057135,43057052,84
5250,BRCA1,672,43170327,43044295,minus,NM_001407971.1,21,43051117,43051063,55
5251,BRCA1,672,43170327,43044295,minus,NM_001407971.1,22,43049194,43049121,74
5252,BRCA1,672,43170327,43044295,minus,NM_001407971.1,23,43047703,43047643,61
5253,BRCA1,672,43170327,43044295,minus,NM_001407971.1,24,43045802,43044295,1508
5254,BRCA1,672,43170327,43044295,minus,NM_001408406.1,1,43125364,43125271,94
5255,BRCA1,672,43170327,43044295,minus,NM_001408406.1,2,43124115,43124017,99
5256,BRCA1,672,43170327,43044295,minus,NM_001408406.1,3,43115779,43115726,54
5257,BRCA1,672,43170327,43044295,minus,NM_001408406.1,4,43106533,43106456,78
5258,BRCA1,672,43170327,43044295,minus,NM_001408406.1,5,43104956,43104868,89
5259,BRCA1,672,43170327,43044295,minus,NM_001408406.1,6,43104261,43104122,140
5260,BRCA1,672,43170327,43044295,minus,NM_001408406.1,7,43099880,43099775,106
5261,BRCA1,672,43170327,43044295,minus,NM_001408406.1,8,43097289,43097244,46
5262,BRCA1,672,43170327,43044295,minus,NM_001408406.1,9,43095922,43095846,77
5263,BRCA1,672,43170327,43044295,minus,NM_001408406.1,10,43094860,43094741,120
5264,BRCA1,672,43170327,43044295,minus,NM_001408406.1,11,43091023,43090944,80
5265,BRCA1,672,43170327,43044295,minus,NM_001408406.1,12,43082572,43082404,169
5266,BRCA1,672,43170327,43044295,minus,NM_001408406.1,13,43076614,43076488,127
5267,BRCA1,672,43170327,43044295,minus,NM_001408406.1,14,43074521,43074331,191
5268,BRCA1,672,43170327,43044295,minus,NM_001408406.1,15,43071238,43070928,311
5269,BRCA1,672,43170327,43044295,minus,NM_001408406.1,16,43067695,43067608,88
5270,BRCA1,672,43170327,43044295,minus,NM_001408406.1,17,43063951,43063874,78
5271,BRCA1,672,43170327,43044295,minus,NM_001408406.1,18,43063373,43063333,41
5272,BRCA1,672,43170327,43044295,minus,NM_001408406.1,19,43057135,43057052,84
5273,BRCA1,672,43170327,43044295,minus,NM_001408406.1,20,43051117,43051063,55
5274,BRCA1,672,43170327,43044295,minus,NM_001408406.1,21,43049194,43049121,74
5275,BRCA1,672,43170327,43044295,minus,NM_001408406.1,22,43047703,43047643,61
5276,BRCA1,672,43170327,43044295,minus,NM_001408406.1,23,43045802,43044295,1508
5277,BRCA1,672,43170327,43044295,minus,NM_001407641.1,1,43125364,43125271,94
5278,BRCA1,672,43170327,43044295,minus,NM_001407641.1,2,43124115,43124017,99
5279,BRCA1,672,43170327,43044295,minus,NM_001407641.1,3,43115779,43115726,54
5280,BRCA1,672,43170327,43044295,minus,NM_001407641.1,4,43106533,43106456,78
5281,BRCA1,672,43170327,43044295,minus,NM_001407641.1,5,43104956,43104868,89
5282,BRCA1,672,43170327,43044295,minus,NM_001407641.1,6,43104261,43104122,140
5283,BRCA1,672,43170327,43044295,minus,NM_001407641.1,7,43099880,43099775,106
5284,BRCA1,672,43170327,43044295,minus,NM_001407641.1,8,43097289,43097244,46
5285,BRCA1,672,43170327,43044295,minus,NM_001407641.1,9,43095922,43095846,77
5286,BRCA1,672,43170327,43044295,minus,NM_001407641.1,10,43094860,43091435,3426
5287,BRCA1,672,43170327,43044295,minus,NM_001407641.1,11,43091032,43090944,89
5288,BRCA1,672,43170327,43044295,minus,NM_001407641.1,12,43082572,43082404,169
5289,BRCA1,672,43170327,43044295,minus,NM_001407641.1,13,43076611,43076488,124
5290,BRCA1,672,43170327,43044295,minus,NM_001407641.1,14,43074521,43074331,191
5291,BRCA1,672,43170327,43044295,minus,NM_001407641.1,15,43071238,43070928,311
5292,BRCA1,672,43170327,43044295,minus,NM_001407641.1,16,43067695,43067608,88
5293,BRCA1,672,43170327,43044295,minus,NM_001407641.1,17,43063951,43063874,78
5294,BRCA1,672,43170327,43044295,minus,NM_001407641.1,18,43063373,43063333,41
5295,BRCA1,672,43170327,43044295,minus,NM_001407641.1,19,43057135,43057052,84
5296,BRCA1,672,43170327,43044295,minus,NM_001407641.1,20,43051117,43051063,55
5297,BRCA1,672,43170327,43044295,minus,NM_001407641.1,21,43049194,43049121,74
5298,BRCA1,672,43170327,43044295,minus,NM_001407641.1,22,43047703,43047643,61
5299,BRCA1,672,43170327,43044295,minus,NM_001407641.1,23,43045802,43044295,1508
5300,BRCA1,672,43170327,43044295,minus,NM_001407624.1,1,43125364,43125271,94
5301,BRCA1,672,43170327,43044295,minus,NM_001407624.1,2,43124115,43124017,99
5302,BRCA1,672,43170327,43044295,minus,NM_001407624.1,3,43115779,43115726,54
5303,BRCA1,672,43170327,43044295,minus,NM_001407624.1,4,43106533,43106456,78
5304,BRCA1,672,43170327,43044295,minus,NM_001407624.1,5,43104956,43104868,89
5305,BRCA1,672,43170327,43044295,minus,NM_001407624.1,6,43104261,43104122,140
5306,BRCA1,672,43170327,43044295,minus,NM_001407624.1,7,43099880,43099775,106
5307,BRCA1,672,43170327,43044295,minus,NM_001407624.1,8,43097289,43097244,46
5308,BRCA1,672,43170327,43044295,minus,NM_001407624.1,9,43095922,43095846,77
5309,BRCA1,672,43170327,43044295,minus,NM_001407624.1,10,43094860,43091435,3426
5310,BRCA1,672,43170327,43044295,minus,NM_001407624.1,11,43091032,43090944,89
5311,BRCA1,672,43170327,43044295,minus,NM_001407624.1,12,43082572,43082404,169
5312,BRCA1,672,43170327,43044295,minus,NM_001407624.1,13,43076614,43076488,127
5313,BRCA1,672,43170327,43044295,minus,NM_001407624.1,14,43074521,43074331,191
5314,BRCA1,672,43170327,43044295,minus,NM_001407624.1,15,43071238,43070928,311
5315,BRCA1,672,43170327,43044295,minus,NM_001407624.1,16,43067695,43067608,88
5316,BRCA1,672,43170327,43044295,minus,NM_001407624.1,17,43063951,43063874,78
5317,BRCA1,672,43170327,43044295,minus,NM_001407624.1,18,43063373,43063333,41
5318,BRCA1,672,43170327,43044295,minus,NM_001407624.1,19,43057135,43057052,84
5319,BRCA1,672,43170327,43044295,minus,NM_001407624.1,20,43051117,43051063,55
5320,BRCA1,672,43170327,43044295,minus,NM_001407624.1,21,43049194,43049121,74
5321,BRCA1,672,43170327,43044295,minus,NM_001407624.1,22,43047703,43047643,61
5322,BRCA1,672,43170327,43044295,minus,NM_001407624.1,23,43045802,43044295,1508
5323,BRCA1,672,43170327,43044295,minus,NM_001407858.1,1,43125364,43125271,94
5324,BRCA1,672,43170327,43044295,minus,NM_001407858.1,2,43124115,43124017,99
5325,BRCA1,672,43170327,43044295,minus,NM_001407858.1,3,43115779,43115726,54
5326,BRCA1,672,43170327,43044295,minus,NM_001407858.1,4,43106533,43106456,78
5327,BRCA1,672,43170327,43044295,minus,NM_001407858.1,5,43104956,43104868,89
5328,BRCA1,672,43170327,43044295,minus,NM_001407858.1,6,43104261,43104122,140
5329,BRCA1,672,43170327,43044295,minus,NM_001407858.1,7,43099880,43099775,106
5330,BRCA1,672,43170327,43044295,minus,NM_001407858.1,8,43097289,43097244,46
5331,BRCA1,672,43170327,43044295,minus,NM_001407858.1,9,43095922,43095846,77
5332,BRCA1,672,43170327,43044295,minus,NM_001407858.1,10,43094860,43091435,3426
5333,BRCA1,672,43170327,43044295,minus,NM_001407858.1,11,43091032,43090944,89
5334,BRCA1,672,43170327,43044295,minus,NM_001407858.1,12,43082575,43082404,172
5335,BRCA1,672,43170327,43044295,minus,NM_001407858.1,13,43076611,43076488,124
5336,BRCA1,672,43170327,43044295,minus,NM_001407858.1,14,43074521,43074331,191
5337,BRCA1,672,43170327,43044295,minus,NM_001407858.1,15,43071238,43070928,311
5338,BRCA1,672,43170327,43044295,minus,NM_001407858.1,16,43067695,43067608,88
5339,BRCA1,672,43170327,43044295,minus,NM_001407858.1,17,43063951,43063874,78
5340,BRCA1,672,43170327,43044295,minus,NM_001407858.1,18,43063373,43063333,41
5341,BRCA1,672,43170327,43044295,minus,NM_001407858.1,19,43057135,43057052,84
5342,BRCA1,672,43170327,43044295,minus,NM_001407858.1,20,43051117,43051063,55
5343,BRCA1,672,43170327,43044295,minus,NM_001407858.1,21,43047703,43047643,61
5344,BRCA1,672,43170327,43044295,minus,NM_001407858.1,22,43045802,43044295,1508
5345,BRCA1,672,43170327,43044295,minus,NM_001407616.1,1,43125364,43125271,94
5346,BRCA1,672,43170327,43044295,minus,NM_001407616.1,2,43124115,43124017,99
5347,BRCA1,672,43170327,43044295,minus,NM_001407616.1,3,43115779,43115726,54
5348,BRCA1,672,43170327,43044295,minus,NM_001407616.1,4,43106533,43106456,78
5349,BRCA1,672,43170327,43044295,minus,NM_001407616.1,5,43104956,43104868,89
5350,BRCA1,672,43170327,43044295,minus,NM_001407616.1,6,43104261,43104122,140
5351,BRCA1,672,43170327,43044295,minus,NM_001407616.1,7,43099880,43099775,106
5352,BRCA1,672,43170327,43044295,minus,NM_001407616.1,8,43097289,43097244,46
5353,BRCA1,672,43170327,43044295,minus,NM_001407616.1,9,43095922,43095846,77
5354,BRCA1,672,43170327,43044295,minus,NM_001407616.1,10,43094860,43091435,3426
5355,BRCA1,672,43170327,43044295,minus,NM_001407616.1,11,43091032,43090944,89
5356,BRCA1,672,43170327,43044295,minus,NM_001407616.1,12,43082575,43082404,172
5357,BRCA1,672,43170327,43044295,minus,NM_001407616.1,13,43076611,43076488,124
5358,BRCA1,672,43170327,43044295,minus,NM_001407616.1,14,43074521,43074331,191
5359,BRCA1,672,43170327,43044295,minus,NM_001407616.1,15,43071238,43070928,311
5360,BRCA1,672,43170327,43044295,minus,NM_001407616.1,16,43067695,43067608,88
5361,BRCA1,672,43170327,43044295,minus,NM_001407616.1,17,43063951,43063874,78
5362,BRCA1,672,43170327,43044295,minus,NM_001407616.1,18,43063373,43063333,41
5363,BRCA1,672,43170327,43044295,minus,NM_001407616.1,19,43057135,43057052,84
5364,BRCA1,672,43170327,43044295,minus,NM_001407616.1,20,43051117,43051063,55
5365,BRCA1,672,43170327,43044295,minus,NM_001407616.1,21,43049194,43049121,74
5366,BRCA1,672,43170327,43044295,minus,NM_001407616.1,22,43047703,43047643,61
5367,BRCA1,672,43170327,43044295,minus,NM_001407616.1,23,43045802,43044295,1508
5368,BRCA1,672,43170327,43044295,minus,NM_007294.4,1,43125364,43125271,94
5369,BRCA1,672,43170327,43044295,minus,NM_007294.4,2,43124115,43124017,99
5370,BRCA1,672,43170327,43044295,minus,NM_007294.4,3,43115779,43115726,54
5371,BRCA1,672,43170327,43044295,minus,NM_007294.4,4,43106533,43106456,78
5372,BRCA1,672,43170327,43044295,minus,NM_007294.4,5,43104956,43104868,89
5373,BRCA1,672,43170327,43044295,minus,NM_007294.4,6,43104261,43104122,140
5374,BRCA1,672,43170327,43044295,minus,NM_007294.4,7,43099880,43099775,106
5375,BRCA1,672,43170327,43044295,minus,NM_007294.4,8,43097289,43097244,46
5376,BRCA1,672,43170327,43044295,minus,NM_007294.4,9,43095922,43095846,77
5377,BRCA1,672,43170327,43044295,minus,NM_007294.4,10,43094860,43091435,3426
5378,BRCA1,672,43170327,43044295,minus,NM_007294.4,11,43091032,43090944,89
5379,BRCA1,672,43170327,43044295,minus,NM_007294.4,12,43082575,43082404,172
5380,BRCA1,672,43170327,43044295,minus,NM_007294.4,13,43076614,43076488,127
5381,BRCA1,672,43170327,43044295,minus,NM_007294.4,14,43074521,43074331,191
5382,BRCA1,672,43170327,43044295,minus,NM_007294.4,15,43071238,43070928,311
5383,BRCA1,672,43170327,43044295,minus,NM_007294.4,16,43067695,43067608,88
5384,BRCA1,672,43170327,43044295,minus,NM_007294.4,17,43063951,43063874,78
5385,BRCA1,672,43170327,43044295,minus,NM_007294.4,18,43063373,43063333,41
5386,BRCA1,672,43170327,43044295,minus,NM_007294.4,19,43057135,43057052,84
5387,BRCA1,672,43170327,43044295,minus,NM_007294.4,20,43051117,43051063,55
5388,BRCA1,672,43170327,43044295,minus,NM_007294.4,21,43049194,43049121,74
5389,BRCA1,672,43170327,43044295,minus,NM_007294.4,22,43047703,43047643,61
5390,BRCA1,672,43170327,43044295,minus,NM_007294.4,23,43045802,43044295,1508
5391,BRCA1,672,43170327,43044295,minus,NM_007300.4,1,43125364,43125271,94
5392,BRCA1,672,43170327,43044295,minus,NM_007300.4,2,43124115,43124017,99
5393,BRCA1,672,43170327,43044295,minus,NM_007300.4,3,43115779,43115726,54
5394,BRCA1,672,43170327,43044295,minus,NM_007300.4,4,43106533,43106456,78
5395,BRCA1,672,43170327,43044295,minus,NM_007300.4,5,43104956,43104868,89
5396,BRCA1,672,43170327,43044295,minus,NM_007300.4,6,43104261,43104122,140
5397,BRCA1,672,43170327,43044295,minus,NM_007300.4,7,43099880,43099775,106
5398,BRCA1,672,43170327,43044295,minus,NM_007300.4,8,43097289,43097244,46
5399,BRCA1,672,43170327,43044295,minus,NM_007300.4,9,43095922,43095846,77
5400,BRCA1,672,43170327,43044295,minus,NM_007300.4,10,43094860,43091435,3426
5401,BRCA1,672,43170327,43044295,minus,NM_007300.4,11,43091032,43090944,89
5402,BRCA1,672,43170327,43044295,minus,NM_007300.4,12,43082575,43082404,172
5403,BRCA1,672,43170327,43044295,minus,NM_007300.4,13,43079399,43079334,66
5404,BRCA1,672,43170327,43044295,minus,NM_007300.4,14,43076611,43076488,124
5405,BRCA1,672,43170327,43044295,minus,NM_007300.4,15,43074521,43074331,191
5406,BRCA1,672,43170327,43044295,minus,NM_007300.4,16,43071238,43070928,311
5407,BRCA1,672,43170327,43044295,minus,NM_007300.4,17,43067695,43067608,88
5408,BRCA1,672,43170327,43044295,minus,NM_007300.4,18,43063951,43063874,78
5409,BRCA1,672,43170327,43044295,minus,NM_007300.4,19,43063373,43063333,41
5410,BRCA1,672,43170327,43044295,minus,NM_007300.4,20,43057135,43057052,84
5411,BRCA1,672,43170327,43044295,minus,NM_007300.4,21,43051117,43051063,55
5412,BRCA1,672,43170327,43044295,minus,NM_007300.4,22,43049194,43049121,74
5413,BRCA1,672,43170327,43044295,minus,NM_007300.4,23,43047703,43047643,61
5414,BRCA1,672,43170327,43044295,minus,NM_007300.4,24,43045802,43044295,1508
5415,BRCA1,672,43170327,43044295,minus,NM_001407581.1,1,43125364,43125271,94
5416,BRCA1,672,43170327,43044295,minus,NM_001407581.1,2,43124115,43124017,99
5417,BRCA1,672,43170327,43044295,minus,NM_001407581.1,3,43115779,43115726,54
5418,BRCA1,672,43170327,43044295,minus,NM_001407581.1,4,43106533,43106456,78
5419,BRCA1,672,43170327,43044295,minus,NM_001407581.1,5,43104956,43104868,89
5420,BRCA1,672,43170327,43044295,minus,NM_001407581.1,6,43104261,43104122,140
5421,BRCA1,672,43170327,43044295,minus,NM_001407581.1,7,43099880,43099775,106
5422,BRCA1,672,43170327,43044295,minus,NM_001407581.1,8,43097289,43097244,46
5423,BRCA1,672,43170327,43044295,minus,NM_001407581.1,9,43095922,43095846,77
5424,BRCA1,672,43170327,43044295,minus,NM_001407581.1,10,43094860,43091435,3426
5425,BRCA1,672,43170327,43044295,minus,NM_001407581.1,11,43091032,43090944,89
5426,BRCA1,672,43170327,43044295,minus,NM_001407581.1,12,43082575,43082404,172
5427,BRCA1,672,43170327,43044295,minus,NM_001407581.1,13,43079399,43079334,66
5428,BRCA1,672,43170327,43044295,minus,NM_001407581.1,14,43076614,43076488,127
5429,BRCA1,672,43170327,43044295,minus,NM_001407581.1,15,43074521,43074331,191
5430,BRCA1,672,43170327,43044295,minus,NM_001407581.1,16,43071238,43070928,311
5431,BRCA1,672,43170327,43044295,minus,NM_001407581.1,17,43067695,43067608,88
5432,BRCA1,672,43170327,43044295,minus,NM_001407581.1,18,43063951,43063874,78
5433,BRCA1,672,43170327,43044295,minus,NM_001407581.1,19,43063373,43063333,41
5434,BRCA1,672,43170327,43044295,minus,NM_001407581.1,20,43057135,43057052,84
5435,BRCA1,672,43170327,43044295,minus,NM_001407581.1,21,43051117,43051063,55
5436,BRCA1,672,43170327,43044295,minus,NM_001407581.1,22,43049194,43049121,74
5437,BRCA1,672,43170327,43044295,minus,NM_001407581.1,23,43047703,43047643,61
5438,BRCA1,672,43170327,43044295,minus,NM_001407581.1,24,43045802,43044295,1508
5439,BRCA1,672,43170327,43044295,minus,NM_001407965.1,1,43125364,43125271,94
5440,BRCA1,672,43170327,43044295,minus,NM_001407965.1,2,43124115,43124017,99
5441,BRCA1,672,43170327,43044295,minus,NM_001407965.1,3,43115779,43115726,54
5442,BRCA1,672,43170327,43044295,minus,NM_001407965.1,4,43110580,43110465,116
5443,BRCA1,672,43170327,43044295,minus,NM_001407965.1,5,43104956,43104868,89
5444,BRCA1,672,43170327,43044295,minus,NM_001407965.1,6,43104261,43104122,140
5445,BRCA1,672,43170327,43044295,minus,NM_001407965.1,7,43099880,43099775,106
5446,BRCA1,672,43170327,43044295,minus,NM_001407965.1,8,43094860,43091435,3426
5447,BRCA1,672,43170327,43044295,minus,NM_001407965.1,9,43091032,43090944,89
5448,BRCA1,672,43170327,43044295,minus,NM_001407965.1,10,43082572,43082404,169
5449,BRCA1,672,43170327,43044295,minus,NM_001407965.1,11,43076614,43076488,127
5450,BRCA1,672,43170327,43044295,minus,NM_001407965.1,12,43074521,43074331,191
5451,BRCA1,672,43170327,43044295,minus,NM_001407965.1,13,43071238,43070928,311
5452,BRCA1,672,43170327,43044295,minus,NM_001407965.1,14,43067695,43067608,88
5453,BRCA1,672,43170327,43044295,minus,NM_001407965.1,15,43063951,43063874,78
5454,BRCA1,672,43170327,43044295,minus,NM_001407965.1,16,43063373,43063333,41
5455,BRCA1,672,43170327,43044295,minus,NM_001407965.1,17,43057135,43057052,84
5456,BRCA1,672,43170327,43044295,minus,NM_001407965.1,18,43051117,43051063,55
5457,BRCA1,672,43170327,43044295,minus,NM_001407965.1,19,43049194,43049121,74
5458,BRCA1,672,43170327,43044295,minus,NM_001407965.1,20,43047703,43047643,61
5459,BRCA1,672,43170327,43044295,minus,NM_001407965.1,21,43045802,43044295,1508
5460,BRCA1,672,43170327,43044295,minus,NM_001407930.1,1,43125364,43125271,94
5461,BRCA1,672,43170327,43044295,minus,NM_001407930.1,2,43124115,43124017,99
5462,BRCA1,672,43170327,43044295,minus,NM_001407930.1,3,43115779,43115726,54
5463,BRCA1,672,43170327,43044295,minus,NM_001407930.1,4,43110580,43110465,116
5464,BRCA1,672,43170327,43044295,minus,NM_001407930.1,5,43106533,43106456,78
5465,BRCA1,672,43170327,43044295,minus,NM_001407930.1,6,43104956,43104868,89
5466,BRCA1,672,43170327,43044295,minus,NM_001407930.1,7,43104261,43104122,140
5467,BRCA1,672,43170327,43044295,minus,NM_001407930.1,8,43099877,43099775,103
5468,BRCA1,672,43170327,43044295,minus,NM_001407930.1,9,43094860,43091435,3426
5469,BRCA1,672,43170327,43044295,minus,NM_001407930.1,10,43091032,43090944,89
5470,BRCA1,672,43170327,43044295,minus,NM_001407930.1,11,43082575,43082404,172
5471,BRCA1,672,43170327,43044295,minus,NM_001407930.1,12,43076614,43076488,127
5472,BRCA1,672,43170327,43044295,minus,NM_001407930.1,13,43074521,43074331,191
5473,BRCA1,672,43170327,43044295,minus,NM_001407930.1,14,43071238,43070928,311
5474,BRCA1,672,43170327,43044295,minus,NM_001407930.1,15,43067695,43067608,88
5475,BRCA1,672,43170327,43044295,minus,NM_001407930.1,16,43063951,43063874,78
5476,BRCA1,672,43170327,43044295,minus,NM_001407930.1,17,43063373,43063333,41
5477,BRCA1,672,43170327,43044295,minus,NM_001407930.1,18,43057135,43057052,84
5478,BRCA1,672,43170327,43044295,minus,NM_001407930.1,19,43051117,43051063,55
5479,BRCA1,672,43170327,43044295,minus,NM_001407930.1,20,43049194,43049121,74
5480,BRCA1,672,43170327,43044295,minus,NM_001407930.1,21,43047703,43047643,61
5481,BRCA1,672,43170327,43044295,minus,NM_001407930.1,22,43045802,43044295,1508
5482,BRCA1,672,43170327,43044295,minus,NM_001407843.1,1,43125364,43125271,94
5483,BRCA1,672,43170327,43044295,minus,NM_001407843.1,2,43124115,43124017,99
5484,BRCA1,672,43170327,43044295,minus,NM_001407843.1,3,43115779,43115726,54
5485,BRCA1,672,43170327,43044295,minus,NM_001407843.1,4,43110580,43110465,116
5486,BRCA1,672,43170327,43044295,minus,NM_001407843.1,5,43106533,43106456,78
5487,BRCA1,672,43170327,43044295,minus,NM_001407843.1,6,43104956,43104868,89
5488,BRCA1,672,43170327,43044295,minus,NM_001407843.1,7,43104261,43104122,140
5489,BRCA1,672,43170327,43044295,minus,NM_001407843.1,8,43099877,43099775,103
5490,BRCA1,672,43170327,43044295,minus,NM_001407843.1,9,43097289,43097244,46
5491,BRCA1,672,43170327,43044295,minus,NM_001407843.1,10,43095922,43095846,77
5492,BRCA1,672,43170327,43044295,minus,NM_001407843.1,11,43094860,43091435,3426
5493,BRCA1,672,43170327,43044295,minus,NM_001407843.1,12,43091032,43090944,89
5494,BRCA1,672,43170327,43044295,minus,NM_001407843.1,13,43082575,43082404,172
5495,BRCA1,672,43170327,43044295,minus,NM_001407843.1,14,43076611,43076488,124
5496,BRCA1,672,43170327,43044295,minus,NM_001407843.1,15,43074521,43074331,191
5497,BRCA1,672,43170327,43044295,minus,NM_001407843.1,16,43071238,43070928,311
5498,BRCA1,672,43170327,43044295,minus,NM_001407843.1,17,43067695,43067608,88
5499,BRCA1,672,43170327,43044295,minus,NM_001407843.1,18,43063951,43063874,78
5500,BRCA1,672,43170327,43044295,minus,NM_001407843.1,19,43063373,43063333,41
5501,BRCA1,672,43170327,43044295,minus,NM_001407843.1,20,43057135,43057052,84
5502,BRCA1,672,43170327,43044295,minus,NM_001407843.1,21,43051117,43051063,55
5503,BRCA1,672,43170327,43044295,minus,NM_001407843.1,22,43049194,43049121,74
5504,BRCA1,672,43170327,43044295,minus,NM_001407843.1,23,43047703,43047643,61
5505,BRCA1,672,43170327,43044295,minus,NM_001407843.1,24,43045802,43044295,1508
5506,BRCA1,672,43170327,43044295,minus,NM_001408456.1,1,43125364,43125271,94
5507,BRCA1,672,43170327,43044295,minus,NM_001408456.1,2,43124115,43124017,99
5508,BRCA1,672,43170327,43044295,minus,NM_001408456.1,3,43115779,43115726,54
5509,BRCA1,672,43170327,43044295,minus,NM_001408456.1,4,43110580,43110465,116
5510,BRCA1,672,43170327,43044295,minus,NM_001408456.1,5,43106533,43106456,78
5511,BRCA1,672,43170327,43044295,minus,NM_001408456.1,6,43104956,43104868,89
5512,BRCA1,672,43170327,43044295,minus,NM_001408456.1,7,43104261,43104122,140
5513,BRCA1,672,43170327,43044295,minus,NM_001408456.1,8,43099880,43099775,106
5514,BRCA1,672,43170327,43044295,minus,NM_001408456.1,9,43097289,43097244,46
5515,BRCA1,672,43170327,43044295,minus,NM_001408456.1,10,43095922,43095846,77
5516,BRCA1,672,43170327,43044295,minus,NM_001408456.1,11,43094860,43094744,117
5517,BRCA1,672,43170327,43044295,minus,NM_001408456.1,12,43091032,43090944,89
5518,BRCA1,672,43170327,43044295,minus,NM_001408456.1,13,43082575,43082404,172
5519,BRCA1,672,43170327,43044295,minus,NM_001408456.1,14,43076614,43076488,127
5520,BRCA1,672,43170327,43044295,minus,NM_001408456.1,15,43074521,43074331,191
5521,BRCA1,672,43170327,43044295,minus,NM_001408456.1,16,43071238,43070928,311
5522,BRCA1,672,43170327,43044295,minus,NM_001408456.1,17,43067695,43067608,88
5523,BRCA1,672,43170327,43044295,minus,NM_001408456.1,18,43063951,43063874,78
5524,BRCA1,672,43170327,43044295,minus,NM_001408456.1,19,43063373,43063333,41
5525,BRCA1,672,43170327,43044295,minus,NM_001408456.1,20,43057135,43057052,84
5526,BRCA1,672,43170327,43044295,minus,NM_001408456.1,21,43051117,43051063,55
5527,BRCA1,672,43170327,43044295,minus,NM_001408456.1,22,43049194,43049121,74
5528,BRCA1,672,43170327,43044295,minus,NM_001408456.1,23,43047703,43047643,61
5529,BRCA1,672,43170327,43044295,minus,NM_001408456.1,24,43045802,43044295,1508
5530,BRCA1,672,43170327,43044295,minus,NM_001407733.1,1,43125364,43125271,94
5531,BRCA1,672,43170327,43044295,minus,NM_001407733.1,2,43124115,43124017,99
5532,BRCA1,672,43170327,43044295,minus,NM_001407733.1,3,43115779,43115726,54
5533,BRCA1,672,43170327,43044295,minus,NM_001407733.1,4,43110580,43110465,116
5534,BRCA1,672,43170327,43044295,minus,NM_001407733.1,5,43106533,43106456,78
5535,BRCA1,672,43170327,43044295,minus,NM_001407733.1,6,43104956,43104868,89
5536,BRCA1,672,43170327,43044295,minus,NM_001407733.1,7,43104261,43104122,140
5537,BRCA1,672,43170327,43044295,minus,NM_001407733.1,8,43099880,43099775,106
5538,BRCA1,672,43170327,43044295,minus,NM_001407733.1,9,43097289,43097244,46
5539,BRCA1,672,43170327,43044295,minus,NM_001407733.1,10,43095922,43095846,77
